id,author,description
241,@user-lv1er5zg8p,"Mending cari tau dulu, biar lebih jelas, jgn sok tau gini, MUI aja bilang itu hoax, yg produk israel itu PUMA, bukan Unilever. Lain kli di cari tau dulu sebelum menyebar luaskan berita yang masih belum tentu kebenarannya"
242,@arlynnfolke,ketika lu bego:
243,@jimun3391,Pepsodent?. Itu Made Israel?. Kok Gak ada tulisannya dari Israel?.
244,@sukarni4118,Kecap Bango kan benar benar kecap Indonesia kok GK di beli sih 😮😔
245,@leexiangdoo8367,Kalo lu dukung palestin kirim uang jangan dengan keadaan palestine sekarang lu jadikan ladang lo cari cuan bngsat
246,@leexiangdoo8367,Yt juga pendukung israel .. Knp lu masih nyari cuan d yt.. Dasar dungu
247,@anikeka9119,iya bnr boikot.mntul
249,@senantiasasuccess8640,Dari tayangan ini kita bisa belajar dan menilai bahwa hampir seluruh barang kebutuhan primer itu produk orang luar? Pribumi Indonesia mana suaranya? hanya bisa jadi konsumen. Pribumi yang hanya tau tinggal pake. otak impoten tidak produktif heunceut sia!! 😱
250,@ajimaulana7065,Yg mene tukan itu halal danharam hanya Allah SWt bukan manusia yg mengharamkan prodak asli indonesia semua kok di bilang boikot kan aneh semua produk itu yg ipor ke luar negeri adalah indonesi bukan negara lain hadeh hadeh 😂😂😂
251,@ajimaulana7065,Ya kek gini lah orang2 yg menyusahkan diri sendiri mau beli kebutuhan pakek lihat2 dlu. Aneh 😂😂
252,@fahmipratama3838,"Warga indo mu dah terhasut, dengan media sosial"
253,@rendyjuliansyah_07,lah sejak kapan aqua sama bango produk israel?
254,@kotomedann789,Aneh dah
255,@hermawansimatupang3598,"Hp,FB,medsos, YouTube ternet nya dong sekalian boikot jagn di gunakan lagi.kan penemu nya Orang israel?! Boikot ko tanggung2.biar ngerasain dulu gimana kuat gak???"
256,@aldiald1121,"Itu produk indo tpi saham Israel ,.. merdeka palestina 😪🥺"
257,@rickyalwihermawan8192,"Gimana cara memastikan produk itu tidak berkaitan dengan Israel? Kita kan gk tau siapa pemegang saham nya, masa cek satau2 yang notabenenya perpindahan saham itu cepat"
258,@rzaldinata,Woi gua pkerja aqua gra2 msalh ini gua sengsara. pbrik aqua dri indonesia goblokk.....kl mw boikot internet now boikot youtube gogle fb ig boikot smua
259,@user-yy3yf4yb5g,Heran
260,@widyantiidyantii4033,Tenang aja udah gw report bg😊
261,@youtuberbingung1293,Free palestin....
262,@abdulfarid2939,Jangan percaya video hoax ni. Kalau protes Ayo kita debat.
263,@thohariparfum3232,"tutup saja PT UNILEVER dan karyawannya bisa pindah kerja ke PT WINGS,Gitu Aja Kok Repot"
264,@toni426,"Harusnya pemerintah yang nyetop produk itu masuk ke Indonesia karena hanya cara itu satu""nya solusi agar produk Israel musnah di negara kita"
265,@vanyacelluler8314,MUI tdk pernah mengshare produk² tsb. dan 1 lg smua produk itu legalitas halal diproduksi di indo.
266,@trisnhashaputra6965,Pembodohan masal. Knpa gak dri jaman dlu.
267,@Akila_Safani,Aku beli itu gak papa
268,@adysantoso425,Itu tdk di boikot itu hanya hoax kakak kangen mudah percaya sama med sos karna nu tdk pernah memboikot produk produk tersebut tetapi nu melarang untuk mendukung ISRAEL
269,@RestuPutra-jn1kb,"Le mineral induknya itu mayora, mayora beroprasi di israel. Aqua diboikot tp le mineral dibeli,😂 boikot 22nya lah."
270,@andiandul9466,"Orang orang tolol ya baikot baikot aja . . Baikot produk y ,yg kerja d pabriknya orang Indonesia semua .hahaha bego lu tolol ."
271,@Biochevin-rn8ch,Bodohhhhh ni. Yg salh thu cp tiap hari km pakai produk2 di video Trus produk indonesia yg asli INDONESIA APA !!!?????
272,@Butter.flay.,Yg produk israel itu yg ada tanda *U*:unilever
273,@satyafarestachenel4634,Kita di suruh berenti beli tapi barang masih di izinkan masuk di Indonesia. Knp kita masih pakai internet kan youtub dari Amerika Sedangkan Amerika dukung israel. Trus gmn
274,@kamilciamis8038,"Boikot ters semua. Tanpa kalian sadari, kalian akan menghilangkan profesi teman senegara kita. Karna apa? Karna sebagian besar produk2 tersebut ada di indonesia, dan kalo sepetti ini otomatisnpabrik akan merugi dan bangkrut. Alhasil PHK MASAL. 😂😅"
275,@Nesha_chann,"Tau😔 Emak gw jadi g bolehin beli Milo gara² ""MILO ITU MILIK ISRAEL"" cpk dh, g sekalian semua aj njing #freepalestine"
276,@gazanoorhaidarabqory408,Sekedar mau nanya aja bukannya itu produk indonesia yang dukung israel / pro israel tapi bukan barang yahudi bukannya gitu saya ga masalah ama boikot tapi nanya
277,@azaleafamily7366,Teros kalo nyuci piring pie su
279,@milkichannel3226,Kak semua sama saja Tapi yang tidak Sembarangan Israel Coba kebawah Dikit lagii Israel Babiii 😆😆😆😆😆😆😆
280,@alfatih1784,Lahh abc di beli lah tau israel😅
281,@ramlibandits9352,Tutup pabriknya yg bnr
282,@vladimirjimmy3969,ABC = HEINZ. HEINZ = FRANCE. SAMPAI SINI PAHAM? 🤣🤣
283,@refinoadinata6268,Heh goblok kan ad bacaan buatan negara/made in. mana jangan sok tau bangsat
284,@NKRI5468,Indonesia negri munafik....ngaku islam gk becus baca Alquran ngaku kristen gktau kitab sendiri aplgi hafal...prodak Israel d baikot aja pada komen gk jelas...nganggurlah inilah itulah..lbh bagus kena tsunami d Indonesia lbh bagus gkda yg comen 😅pada meledak pabrik PT gedung ...indah mlaah lbh indah
285,@user-tp1pr8px6n,"Ini yang dinamakan membunuh seorang pembunuh , Takan ada habisnya manusia akan saling serang menyerang boikot memboikot Lihatlah anak2mu nabi adam mereka saling membunuh."
286,@hafizhchannel90,"Anaknya minta oreo, eh malah dia ganti anak lagi.. 😂.."
287,@Asudeh12,Boikot hnya menyengsarakan
288,@Tajiro_IndonesiaOnichan,Jangan beli barang dari Israel! Itu udah masuk ke Indonesia jadi hati2 ya ❤ kalau beli barang yang halal
289,@NKRI5468,Moga minimarket yg jual prodak israel pada meledak dmnapun itu .aamiin...
290,@galerihidup1182,Tololnya ituloh..
291,@hyperPhoenix_,Kamu yang tolol?
292,@abdullohputeh4347,Itu produk buatan indonesia asli gimanah mau boikot kasihlah karyawan gimanah nasibnya.
293,@hyperPhoenix_,Kan produk Unilever bg
294,@PabloEsc0bar182,"Sosmed nya gimana, ??? YouTube, FB , ig , w.a ???"
295,@idiandama8978,Israel ❤❤
296,@akris2637,"Goblok juga pemikiran nya, lah ada produk yang di produksi di sini emang itu ada merek luar negri kayak Unilever dll tapi kan yang kerja buruh orang orang Indonesia , kalo pabrik tutup terus ribuan karyawan di PHK terus siapa yang memberi makan keluarga2 mereka dapet kerjaan sekarang susah bego, syukur2 ada yang gajinya standar UMR ya banyak yang bekerja diberi upah kurang layak apa lagi yang ngganggur juga banyak. Teruskan boikot supaya banyak kemiskinan di negeri kita. Mekanisme ekonomi ga sesederhana itu, tolol."
297,@akris2637,"Kalo mau pemerintah harus hentikan kerjasama dengan perusahaan dagang dari merek yang berkontributor terhadap Israel mulai saat ini juga kalo mau serius loh. Kalo bisa harus diganti dengan perusahaan2 yang tidak terikat israel yang mau infestasi atau buka pabrik di Indonesia supaya tidak terjadi pengangguran atau penurunan daya beli masyarakat. bukanya masyarakatnya yang disuruh tidak membeli barang-barang tsb yang malah bisa membuat dampak kemiskinan dan pengganguran banyak orang. Kalo MUI memgaatwakan untuk tidak membeli produk tsb ya tolol goblok ga guna, bertindak cvk bukan ngomong cangkem doang. Harusnya bertindak untuk menyetop merk perusahaan itu untuk tidak memproduksi lagi di Indonesia terus di beri ganti dong harus itu diberi ganti perusahaan2 mana yang mau bikin lagi pabrik disini kalo ga ya kacau orang yang paling terdampak ya orang miskin."
298,@agustirtaloco8555,Manusia bodoh 😅😅😅
299,@hyperPhoenix_,Kamu yang bodoh kali wkwkw
300,@_Miyaz.,BioRe israel!
302,@ilham_neon,assalamu\'alaikum saya kasih tau kalo ada logo halal masih bisa diproduksi kalo ga ada jangan
303,@weiwuxian3892,"Ini boikot produk Israel. Takutnya pedangan kecil, pekerja pabrik. Pada di pecat gara gara pemboikotan produk Israel di indonesi dan Indonesia makin banyak orang yang tidak punya pekerjaan, padahal para pegawai pabrik, pedangan hanya ingin mencari uang untuk menafkahi keluarga mereka jika banyak pengangguran Indonesia bisa jadi warga negara nya banyak kasus kejahatan karena cara satu satunya"
304,@Okazztheconqueror,"Nah bener, saya setuju dengan kamu. daripada Boikot, mending donasi atau doa daripada merugikan orang lain."
305,@KriegMarines,alhamdulilah ada juga otak nya Yang waras
306,@deniyasabby1310,"Emang Aqua, Sariwangi,Bango produk Israel ya bukan nya produk lokal Indonesia ya 😂😂😂 kocak.."
307,@hyperPhoenix_,Produk Unilever itu blok
308,@deniyasabby1310,@@hyperPhoenix_ ya biasa aja njing ga usah ngegas
309,@hyperPhoenix_,yaudah cuma ngasih tau njing
310,@dhemitdhemit386,Lucu
311,@Jxbt235,"goblok klo mau boikot israel lu sekalian jangan pake hape blok goblok, itu hp ada perangkat buatan yahudi, gak waras!!!!"
312,@hyperPhoenix_,Lah elu sekarang komen disini pake hp juga kan wkwkw
313,@KiyeBalls.,Gk usah bawa bawa makanan
314,@user-hx6fu6qu5i,Lah itu produk indo bukan israel yang buat pabrik itu marah loh
315,@yudiyp371,Bukan itu indonesia yang buat tapi di ambil israel gitu
316,@renanronironi-vc6ep,dari pada kalian sibuk boikot produk Israel lebih baik produk itu kalian beli dan bantukan untuk warga Palestina itu lebih bermanfaat
317,@user-tq5bd2it4t,Gapapa itu bukan dari Israel kok aqua nya itu dari gunung asli barang barang nya gapapa dibeli
318,@rianariana5040,"Gua mah ogah beli le mineral , galon sekali pakai terus sampahnya gak ada ngambil"
320,@hyperPhoenix_,Kamu kali yang gblk wkwk
321,@vaksinasicovid1940,"Klo aku mah bodoamat lh produk indo, israel, palestina, yg penting bsa bertahan hidup 😂"
322,@hyperPhoenix_,Yahaha mendukung yahudi
323,@syahhasan9527,"https://youtube.com/shorts/uC9koF7V1fc?si=kQeS2CZA26DdJ18Jh hey orang-orang munafik inikah yang kalian bela? orang² israel seperti itu yang kalian bela? ,tetap boykot produk israel,tidak perduli dengan keberlangsungan hidup karyawan²nya,karena yang beriman pasti paham kalau Tuhannya Maha Kaya!!!"
324,@syahhasan9527,buat yang kasihan sama pegawai² yang bekerja di perusahaan israel. apa yang harus di kasihani? kalian ragu dengan kekayaan allah shubahanahu wata\'alah? lanjutkan boykot.
325,@hyperPhoenix_,"Nah ini nih komen yang paling gw tunggu, lanjutkan bg"
326,@syahhasan9527,say no to Unilever
329,@narendraputra7126,Yang ngepost tolol.
330,@hyperPhoenix_,Elu yang tolol wkwkw
331,@burhanudin8836,"Jangan kemakan oleh hoax yg belum jls,klo memang benar asli prodak israel,baru kita boikot,aqua prodak lokal,yg jls org muslim sendiri yg bikin,kemarin aqua menyumbang 1M utk bantuan ke palestin,dihadiri oleh NU dan muhamadiyah,aqua sgt pesuli,itu yg saya tau,MUI tdk membenerkan poto"" prodak,jadi jgn asal posting yg blm jks."
332,@user-sv6qn2zv3r,"Nanti pabrik bangkrut, banyak pengangguran, mau nanggungkah?"
333,@qmaxx4640,"Saya tak terpengaruh, Ada kok sertifikat halal dr MUI di produk itu semua."
334,@5_TEMANKU-YG-BAIK,Tolol
335,@hyperPhoenix_,Nah kalo elu goblok wkwk
336,@user-yi8ty8zk4u,"Aku ingin boikot tapi aku masih kecil Soalnya mama aku suka pake sunligth,bango dll Terus aku harus berbuat kaya gimana?"
337,@hyperPhoenix_,"Bilang gitu kalo itu produknya Unilever, dan Unilever keciduk nyumbang uang ke Israel"
338,@panjiokazakiokazaki4402,Perang dagang.
339,@Report_Account6,Awoakwowkwk auto merintis
340,@damarwuriutama9004,"Bagus, justru ini kesempatan emas bagi pengusaha pribumi untuk memajukan UMKM ,dan memajukan penjualan produk lokal nya dinegara sendiri."
341,@hyperPhoenix_,Betul sekali supaya orang lebih memanjakan produk yang berada di dalam negri
342,@DityoTambund,Heyy atum boleh Berpendapat Seperti apa.. Cuman Perlu diinget tuh Brand Nggk hanya Yg punya atau Boikot israel.. Tapi diliat di brand sana banyak pegawai yg berusaha menafkahi keluarganya. .secara nggk langsung lu juga bikin rezeki ribuan keluarga Mati..
343,@MartisAdyct,Monyet aing hewa k Israel ..tapi beri informasi yang bener anjing ga jelas jng sebar Hoax nyet monyet anjing
344,@hyperPhoenix_,Ngetik yang bener deck
345,@andrejoongky4175,Ya bener Imbas nya Ke pekerja indonesia tapi pabrik2 dengan produk israel itu saham nya beberapa persen punya israel. Jadi dana nya akan di terima israel dan buat jajah palestina
346,@rigormortis712,Yang bener itu ganti uang kertas ke emas dan perak. mumpung lagi kacau dunia kita buat terobosan baru... ekonomi bakal menguat.
347,@Dokterizumi1,"Gak gitu juga konsep nya kalo emang harus seperti itu barang barang yang sudah tiap hari kita pakai kalo menggunakan merek lain kan aneh apa lagi kalo misal nya mendukung Palestina apa hubungan nya sama beli bahan makanan, makanan y makanan mendukung Palestina y mendukung Palestina jangan buat masyarakat Indonesia semakin miskin dong liat masyarakat yang membuat produk yersebut"
348,@komangmerta4453,Ini namanya terlalu munafik
349,@dasengdaseng4830,"Boikot saja, nanti investor saham juga pada boiskot buat jual sahamnya, kalau udah anjlok sahamnya hilang dah kepercayaan mereka"
350,@reyhanfalih9981,Pernah berfikir kah jika ini strategi marketing lawan bisnisnya mumpung kena skandal gede2 in dan jatuhkan sekalian.. Dan ya kita taulah siapa korban sesungguhnya
351,@reyhanfalih9981,Biarkan mereka dgn pemikirannya.. Cukup mereka menanggung nanti di akhirat tuntutan dari orang2 yg di dzolimi saat ini.. Sesungguhnya nanti tak akan luput sedikitpun pertanggung jawaban apapun yg kita lakukan di dunia ini
352,@steintobing1218,Ini Video di upload ke YouTube memang pemilik YouTube kan punya negara sekutunya Makin kalian sering pakai YouTube makin kaya lho nanti Pie toh
353,@katul3034,"Postingan sdm rendah, nanti banyak pengangguran salahin pemerintah. Gag guna Sok2 an bela2in Palestina yang ga kalaen kenal kalo lo bikin sensara sama sodara bangsa sendiri kalo kehilangan pekerjan karena boikot. Jangan bego2 amat."
354,@hyperPhoenix_,"Nah ini nih salah satu muslim cuma di KTP, dan mungkin elu kali yang SDM rendah wkwkw"
355,@zikrisiregar789,Jgn nanggung boikot. Bila perlu Dubes Israel Amerika hancurkan. Stop. Berani egk pemerintah.
356,@Gamecuan1,Aku malahan dr dlu gk pernh produk itu😂😂😂 Cinta indo lebih murah saol e❤ Wings lebih murah 😂😂
357,@qaiserramendradanishprawar2343,Abc kecapnya juga di boikot
358,@Rasyid1409-jw7nk,Gak guna belanja mili mili😅
359,@nandaalhabsyi8277,emang Israil punya prodak kah?..
360,@fajarputraardiansyah5119,"baru tahu Aqua produk israel, tulisannya dari pegunungan indonesia"
361,@user-gh7ni8wh1c,Kasian dgn postingan ini. Udh miskin ilmu miskin moral lagi. Tidak ada hubungannya produk ini dgn Israel. Tolol
362,@hyperPhoenix_,"Elu kali yang tolol tau itu produknya Unilever, dan kemarin Unilever keciduk nyumbang buat buat Israel, mangkanya ilmu perluasan deck"
363,@mokondodelong1825,Setujuuu boikot produk israel..negara dajjal bangsaattt🔥🔥
364,@arbiaja8171,"Trus lu uplod d youtube , nyri duit dr youtube,"
365,@alvarorizky6946,goblok
366,@maskholis5426,Yaa..bingung bli apa..😂😂
367,@danboychanel,Kasian para pekerja di Indonesia yg kerja dipabrik2 tersebut. Dizolomi oleh sesamanya
368,@user-ju5xr7yp2u,produk israel justru lebih baik dari produk palestina babi itu
369,@user-zi8mc8nh8t,"Orang yang boikot adalah orang yang b3g0, karena kalau kita boikot itu sama saja kita menyiksa diri, Israel gak untungin kita dirugiin oleh sifat kita. Padahal produk yang mendukung Israel dia cuma mendukung gak membantu Israel. Sekarang tau kan beg0***😠"
370,@reysilva5161,Tapi sekarang itu walaupun cuma mendukung Israel itu tetap haram
371,@hyperPhoenix_,Elu yang bego kali wlwkw
372,@user-mo6sx7fi4p,"Nda sadar kalian kalu internet yang kalian pakai itu, berasal dari Israel...?? Kenapa kalian nda boikot juga Henpon kalian...."
373,@hyperPhoenix_,Lah elu komen di sini pake handphone juga? Terus apa bedanya?
374,@andyharianto9375,Teknologi yg kalian pake google buatan mn kok kalian tetap pake...
375,@ajikparta5273,Kalau bisa distop produk2x yg masuk lewat darat sebelum mendarat keindonesia trus perketat lagi barang2x yg masuk dari luar negeri ma yg harus diboikot mana yg gk....klau yg dah telajur masuk biarkan klau bisa pihak2x yg survei2x pasar tarik semua yg dah boikot pemerintah....
376,@ardeschannel714,Trus sya harus bli apa....kondom d boikot g..?? JD bingung.😂
378,@user-ok7sf6dq9c,"Dungu,,yg di ambil produk Jepang,,Jepang itu sekutu israhell,,"
379,@user-xo9qf8cx9v,Kata siapa akua produk Israel
380,@sarinita423,jangan...sok...tau
381,@reysilva5161,Emang kau tau coba sebuti
382,@hyperPhoenix_,Liat Napa produk Unilever
383,@suryanaadambahari2540,perang memperebutkan wilayah sudah dari dulu
384,@AlmaRobloxx,Diary Milk nggak kan kak apa iya sih?
385,@AlmaRobloxx,Diary Milk kak
386,@onicdantimkroco,WARGA KONOHA OTAK MEMEK BEGINI NIH
387,@reysilva5161,Kau lah tu
388,@hyperPhoenix_,"Kamu kali yang otak bokep wkwkw, ilmu perluasan lagi ya deck"
389,@hanifah5160,semua barang itu kita butuhkan sehari hari bagainana kalo kita gak beli kita gak bisa masak dong? Kasih saran dong! 😊
391,@MuhammadArdiansyah-vk9eo,Pabrik pertamanya di bekasi
392,@MuhammadArdiansyah-vk9eo,Aqua dari Indonesia bjirr
393,@huripetir,"Unilever itu Eropa punya, bukan israel"
394,@anglingdarma7880,Heh orang kaya gini harus di beritahu bahwa produk boikot itu tidak haram jadi haram itu artinya kayak produk yg tidak baik untuk kesehatan manusia lu tau kan kenapa babi di haram kan karena babi itu di tubuh nya terdapat cacing dan babi juga memakan kotorannya sediri dan juga MUI juga bilang yg mau ngikutin juga gpp yg gk ikutin juga gpp jdi produk boikot itu tidak haram
395,@otosakayuzuru4307,Bagi anda² orang beruit sih gampang tapi bagi kami yang kerja gajinya pas²an sampe kadang kurang ketika perusahaannya bangkrut kita nyari nafkah gmna?
396,@hermanbilly5771,Kemarin gw borong
397,@muhammadnurkholis4417,Oke boikot
398,@tarjaofalah1592,Maksudnya apa mau pedagang kelontong bangkrut atau gmnaa
399,@Entah150,Buat Yg koment blg kalo masjid dan mushola pake barang2 Israel baca ya.. Boikot itu = stop membeli barang2/produk itu Kalo yg udah terlanjur beli ya pake aja selama itu halal
400,@Okazztheconqueror,Nah bener ini
401,@arbiaja8171,Membeli gk blh tapi memakai gk papa?
402,@Okazztheconqueror,"@@arbiaja8171 Ya gapapa, Asalkan halal saja"
403,@arimesaya6400,"Apakah seorang muslim pantas seperti itu, yaallah semoga sadarkan orang yang membenci sesama manusia"
404,@alfonsussavadipta8620,Ngapain boikot. Tetap tinggal dikit lagi tu tanah 100 persen israel. Ingat hukum dunia siapa yang kuat dia yang menang
405,@hyperPhoenix_,Hahaha oten sedang berteori gini nih wkwkwk
406,@Uzi_N267,Oreo Ama Milo kesukaan ku😭😭😭😭
407,@DanuLee_Wardoyo,"semisal terjadi phk masal, yang ajak gnian mau tanggungjawab cariin kerjaan buat para karyawan korban phk itu sebagai gantinya g yah? sekedar membayangkan aja🙄"
408,@ravdhansamu3113,bukannya royco dan masako pabriknya sama ya?
409,@user-lq3rs7mk1c,Videonya ngelarang beli produk israel... Tapi posting video nya pake aplikasi punya Israel 😂 gimana sih ah.. ah ... Ah... Uh...
410,@levi710,Lu kalo mau beli gk usah vidio vidio in la
411,@asep3926,Itu bukannya produk Indonesia semua
412,@hyperPhoenix_,"Unilever blok, mangkanya liat Napa"
413,@asep3926,Aqua?😅
414,@havi7658,Asal kalian tahu AQUA itu tidak ada unsur israel dia itu netral atau tidak dipihak siapa siapa!!
415,@rendikaempireii1542,Gua pilih palestin tapi gua gak pilih israel itu semua barang indo kalo mau barang malaysia tuh sana. 😠
